Product_ID,Product_Name,Category,Base_Price,Demand_Elasticity,Seasonal_Factor,Competitor_Price,Inventory_Level,Customer_Rating,Green_Certification
P1106,Reusable Water Bottle,Electronics,39.79,-1.13,1.02,9.17,175,4.7,0
P1107,Solar Charger,Household,62.98,-0.98,1.22,79.53,666,4.4,1
P1108,Reusable Water Bottle,Personal Care,38.55,-1.19,1.25,109.66,202,3.7,0
P1109,Bamboo Toothbrush,Clothing,45.85,-1.17,1.29,18.14,452,3.7,1
P1110,Solar-Powered Lantern,Electronics,93.37,-0.56,1.23,84.62,894,4.4,0
P1111,Organic Wool Socks,Electronics,13.17,-0.66,0.87,23.5,465,4.8,1
P1112,Recycled Paper Planner,Electronics,34.81,-0.65,0.95,94.4,758,4.5,0
P1113,Bamboo Toothbrush,Personal Care,62.36,-1.48,1.17,13.3,873,3.2,1
P1114,Compostable Trash Bags,Stationery,75.05,-1.38,1.19,21.4,119,3.3,1
P1115,Organic Cotton T-Shirt,Stationery,81.65,-1.44,0.88,99.99,250,4,0
P1116,Bamboo Toothbrush,Stationery,76.34,-0.54,1.39,72.19,168,4.5,0
P1117,Compostable Trash Bags,Electronics,78.59,-1.43,0.9,74.47,911,4.8,0
P1118,Organic Cotton T-Shirt,Stationery,5.74,-1,1.34,103.52,256,3.5,1
P1119,Bamboo Toothbrush,Household,30.62,-0.98,1.35,72.49,966,4,1
P1120,Organic Wool Socks,Clothing,65.03,-0.99,1.43,100.56,335,3.4,1
P1121,Organic Wool Socks,Personal Care,16.64,-0.84,0.86,108.19,334,3.8,1
P1122,Recycled Paper Planner,Household,33.52,-1.34,0.87,38.23,462,4.8,0
P1123,Compostable Trash Bags,Stationery,32.33,-0.69,1.48,96.57,589,3.7,0
P1124,Organic Wool Socks,Personal Care,7.66,-0.62,1.42,67.57,465,4.2,0
P1125,Reusable Water Bottle,Stationery,74.12,-0.76,0.88,119.96,104,4.4,0
P1126,Biodegradable Phone Case,Household,28.76,-0.94,1.43,104.12,502,5,1
P1127,Organic Wool Socks,Stationery,15.2,-1.17,1.01,89.52,627,3,0
P1128,Solar Charger,Electronics,52.05,-0.74,0.92,6.84,302,3.7,0
P1129,Organic Wool Socks,Personal Care,40.78,-1.32,1.43,114.58,937,4.8,1
P1130,Biodegradable Phone Case,Stationery,40.88,-1.06,1.49,104.31,436,4.5,0
P1131,Organic Wool Socks,Personal Care,10.91,-0.91,1.22,68.34,352,4,0
P1132,Compostable Trash Bags,Household,56.71,-1.2,1.35,119.41,311,4.4,0
P1133,Organic Cotton T-Shirt,Stationery,76.15,-1.4,0.92,79.52,474,4.4,1
P1134,Biodegradable Phone Case,Clothing,73.27,-0.59,1.19,29.83,497,4,1
P1135,Solar Charger,Clothing,46.4,-0.76,0.87,12.43,923,4.8,1
P1136,Compostable Trash Bags,Household,34.15,-0.92,0.96,21.28,87,3,1
P1137,Biodegradable Phone Case,Electronics,51.1,-1.15,1.5,111.04,967,4.4,0
P1138,Compostable Trash Bags,Household,62.53,-0.92,1.08,81.87,382,4.9,1
P1139,Solar Charger,Electronics,19.99,-0.55,0.99,62.92,231,3.6,0
P1140,Bamboo Toothbrush,Personal Care,90.83,-0.57,1.19,104.75,802,5,1
P1141,Reusable Water Bottle,Clothing,72.86,-0.68,0.96,91.36,728,4.6,1
P1142,Solar-Powered Lantern,Electronics,98.55,-1.22,1.26,113.07,188,4.7,1
P1143,Compostable Trash Bags,Personal Care,45.87,-1.35,1.4,108.19,205,3.7,1
P1144,Compostable Trash Bags,Personal Care,94.04,-0.8,0.92,16.34,839,4.3,1
P1145,Organic Wool Socks,Personal Care,66.59,-1.06,1.17,11.14,830,4.1,0
P1146,Solar-Powered Lantern,Household,69.87,-1.09,1.11,47.06,481,4.3,1
P1147,Solar Charger,Electronics,44.54,-0.86,1.24,117.27,325,4.4,0
P1148,Recycled Paper Planner,Stationery,79.79,-0.76,0.84,81.96,635,3.8,0
P1149,Organic Cotton T-Shirt,Electronics,97.25,-0.96,0.94,76.39,875,3.5,0
P1150,Organic Wool Socks,Household,54.29,-0.92,1.22,10.19,880,3.7,0
P1151,Organic Cotton T-Shirt,Stationery,53.1,-0.65,1.13,24.35,153,3.3,1
P1152,Recycled Paper Planner,Stationery,73.08,-1.14,1.2,95.59,978,4.5,0
P1153,Bamboo Toothbrush,Stationery,25.93,-1.11,1.28,29.52,511,4.4,0
P1154,Solar Charger,Household,23.46,-1.49,0.83,100.11,451,3.4,1
P1155,Biodegradable Phone Case,Clothing,33.93,-0.63,1.34,117.63,752,4.4,1
P1156,Organic Cotton T-Shirt,Stationery,70.4,-1.33,1.22,41.41,699,4.4,0
P1157,Solar-Powered Lantern,Clothing,66.54,-0.67,1.35,110.07,131,3.5,1
P1158,Recycled Paper Planner,Stationery,24.88,-0.5,0.87,103.35,142,5,0
P1159,Solar-Powered Lantern,Household,99.74,-0.68,1.11,29.1,819,4.2,0
P1160,Eco-Friendly Notebook,Electronics,58.89,-1.19,0.98,90.06,367,3.4,1
P1161,Eco-Friendly Notebook,Electronics,56.44,-1.48,1.08,105.15,218,4.8,1
P1162,Reusable Water Bottle,Personal Care,85.09,-1,1.09,85.62,519,3.3,1
P1163,Bamboo Toothbrush,Personal Care,82.9,-1.31,1.2,115.47,754,4.7,0
P1164,Biodegradable Phone Case,Personal Care,19.84,-1.34,0.95,95.79,361,4.9,1
P1165,Solar-Powered Lantern,Clothing,36.31,-0.94,0.9,11.7,376,3.9,0
P1166,Solar-Powered Lantern,Clothing,62.31,-0.68,0.8,12.71,724,3.2,1
P1167,Solar Charger,Household,90.52,-1.07,1.35,12.78,297,4.5,1
P1168,Recycled Paper Planner,Stationery,73.49,-0.99,1.24,116.36,436,3.4,1
P1169,Organic Cotton T-Shirt,Electronics,36.18,-0.7,0.91,43.01,936,4.6,0
P1170,Reusable Water Bottle,Household,10.3,-1.33,0.88,107.23,787,3.4,1
P1171,Recycled Paper Planner,Household,35.51,-1.12,0.98,110.87,926,4.7,0
P1172,Reusable Water Bottle,Personal Care,51.58,-0.57,1.18,94.56,600,3.2,0
P1173,Organic Cotton T-Shirt,Electronics,63.48,-0.6,1.47,95.95,750,4,0
P1174,Recycled Paper Planner,Stationery,29.12,-0.53,0.86,119.02,989,5,0
P1175,Solar-Powered Lantern,Personal Care,98.97,-1,1.28,73.06,770,3.8,0
P1176,Eco-Friendly Notebook,Household,59.1,-0.69,1.07,17.73,994,3.1,0
P1177,Organic Cotton T-Shirt,Personal Care,74.22,-1.45,1.32,47.96,719,3.3,1
P1178,Bamboo Toothbrush,Personal Care,45.84,-1.36,0.81,19.62,558,3.6,0
P1179,Reusable Water Bottle,Stationery,12.39,-1.47,0.98,50.88,841,4.9,1
P1180,Reusable Water Bottle,Personal Care,46.12,-0.86,1.34,14.5,491,3.5,0
P1181,Reusable Water Bottle,Personal Care,46,-1.24,1.04,31.48,347,3.5,1
P1182,Solar-Powered Lantern,Personal Care,98.64,-0.51,1.02,76.85,132,4.2,1
P1183,Bamboo Toothbrush,Clothing,86.8,-1.48,1.23,89.62,639,3.9,1
P1184,Compostable Trash Bags,Stationery,22.65,-0.61,1.3,98.12,663,3.3,1
P1185,Compostable Trash Bags,Electronics,50.81,-0.82,0.92,27.14,796,4.4,0
P1186,Recycled Paper Planner,Electronics,65.35,-1.2,0.97,58.91,715,3.8,0
P1187,Biodegradable Phone Case,Household,27.73,-1.22,1.26,54.35,92,4.4,0
P1188,Compostable Trash Bags,Personal Care,97.45,-0.8,1.21,60.97,956,3.4,0
P1189,Bamboo Toothbrush,Personal Care,72.02,-0.96,1.16,39.45,685,4.9,1
P1190,Organic Wool Socks,Personal Care,81.69,-0.79,1.31,19.96,305,3.9,0
P1191,Reusable Water Bottle,Personal Care,47.5,-1.06,0.83,16.08,768,4.2,0
P1192,Organic Wool Socks,Clothing,85.14,-0.66,1.45,114.17,314,3.6,0
P1193,Biodegradable Phone Case,Clothing,60.67,-1.45,1.17,12.57,206,3.1,0
P1194,Reusable Water Bottle,Clothing,48.67,-0.72,1.43,86.07,129,4.4,1
P1195,Recycled Paper Planner,Household,43.86,-1.23,0.95,91.53,599,3.1,0
P1196,Bamboo Toothbrush,Clothing,90.59,-0.94,1.26,6.03,640,3.4,1
P1197,Recycled Paper Planner,Household,23.77,-1.14,0.95,64.3,584,4.2,1
P1198,Organic Wool Socks,Electronics,38.46,-0.64,1.18,95.58,503,3.7,0
P1199,Compostable Trash Bags,Personal Care,14.74,-0.73,1.25,113.15,457,3.2,1
P1200,Recycled Paper Planner,Clothing,86.89,-1.24,0.91,48.45,251,3.7,1
P1201,Compostable Trash Bags,Household,28,-1.28,0.87,58.65,241,4.9,0
P1202,Recycled Paper Planner,Personal Care,43.28,-1.28,0.97,38.28,140,4.2,1
P1203,Recycled Paper Planner,Household,5.87,-1.05,1.16,81.2,133,4.5,0
P1204,Solar-Powered Lantern,Personal Care,71.93,-1.4,0.98,98.68,372,3.3,0
P1205,Biodegradable Phone Case,Household,90.61,-1.22,1.37,29.99,834,4.1,1
P1206,Bamboo Toothbrush,Electronics,27.73,-0.75,1.14,77.3,781,3.6,0
P1207,Biodegradable Phone Case,Stationery,15.47,-1.21,0.83,19.29,672,4.1,0
P1208,Biodegradable Phone Case,Stationery,78.92,-0.84,1.13,46.16,330,4.5,1
P1209,Compostable Trash Bags,Clothing,93.98,-1.25,0.89,45.68,116,4.1,1
P1210,Compostable Trash Bags,Stationery,42.57,-1.32,1.21,48.8,730,4.6,0
P1211,Solar Charger,Household,32.41,-1.04,1.45,57.61,72,3.4,0
P1212,Solar-Powered Lantern,Personal Care,63.73,-0.77,0.81,70.04,896,4.6,1
P1213,Solar-Powered Lantern,Personal Care,83.86,-1.25,1.16,51.09,191,4.5,0
P1214,Recycled Paper Planner,Personal Care,63.45,-1.02,0.98,94,180,3.3,1
P1215,Eco-Friendly Notebook,Stationery,67.69,-0.63,1.45,32.62,918,4.9,0
P1216,Bamboo Toothbrush,Electronics,77.97,-0.98,1.13,93.51,786,3.4,1
P1217,Recycled Paper Planner,Household,7.88,-1.43,1.4,82.92,498,4.3,0
P1218,Organic Cotton T-Shirt,Household,51.93,-1.49,1.01,99.57,545,3.5,0
P1219,Bamboo Toothbrush,Stationery,48.41,-0.67,1.09,43.77,517,4.1,1
P1220,Biodegradable Phone Case,Personal Care,37.64,-0.53,1.03,112.62,87,3.2,1
P1221,Reusable Water Bottle,Electronics,75.65,-0.66,1.33,60.74,675,5,0
P1222,Solar-Powered Lantern,Stationery,89.08,-0.62,0.94,40.46,901,3,0
P1223,Solar-Powered Lantern,Clothing,85.89,-0.97,1.38,60.84,458,3.4,1
P1224,Biodegradable Phone Case,Clothing,21.23,-1.06,1.4,100.74,411,4.4,1
P1225,Eco-Friendly Notebook,Household,87.49,-0.58,0.93,57.86,287,4.1,0
P1226,Biodegradable Phone Case,Clothing,96.34,-1.21,0.98,107.21,434,3.9,1
P1227,Compostable Trash Bags,Household,69.15,-1.4,1.35,115.85,869,3.2,0
P1228,Eco-Friendly Notebook,Electronics,90.85,-1.18,0.87,57.32,423,3.8,0
P1229,Solar-Powered Lantern,Personal Care,78.57,-0.59,0.91,97.69,137,4.1,1
P1230,Organic Wool Socks,Electronics,46.67,-0.52,0.87,117.19,75,4,1
P1231,Organic Wool Socks,Stationery,80.35,-0.83,1.17,111.95,445,3.1,1
P1232,Solar-Powered Lantern,Stationery,36.9,-1.34,1.05,45.04,908,3,0
P1233,Reusable Water Bottle,Personal Care,6.85,-0.67,0.87,30.76,277,3.3,1
P1234,Eco-Friendly Notebook,Stationery,73.11,-1.45,1.25,111.08,862,3.2,0
P1235,Recycled Paper Planner,Stationery,92.76,-1.48,1.34,119.86,760,4.1,0
P1236,Organic Cotton T-Shirt,Clothing,93.1,-1.46,0.99,46.78,957,4.8,0
P1237,Organic Cotton T-Shirt,Stationery,43.19,-0.52,1.17,53.96,944,4.6,0
P1238,Compostable Trash Bags,Electronics,11.42,-1.36,0.86,89.94,591,4.8,0
P1239,Solar Charger,Household,9.41,-0.6,1.41,38.85,873,4.9,0
P1240,Solar Charger,Clothing,6.28,-0.53,0.8,107.89,548,4.1,0
P1241,Biodegradable Phone Case,Stationery,54.5,-1.14,0.99,59.37,398,3.4,0
P1242,Solar Charger,Personal Care,59.3,-1.39,1.21,52.97,994,3.8,1
P1243,Eco-Friendly Notebook,Clothing,61.67,-1.21,1.21,42.09,599,4,0
P1244,Bamboo Toothbrush,Stationery,30.55,-0.81,1.24,35.4,109,4.4,0
P1245,Reusable Water Bottle,Electronics,44.15,-1.5,0.99,20.2,572,3.2,0
P1246,Reusable Water Bottle,Electronics,8.85,-1.46,1.24,31.22,463,4.3,1
P1247,Compostable Trash Bags,Stationery,39.84,-1.07,0.92,106.07,772,4.3,1
P1248,Solar-Powered Lantern,Electronics,93.66,-1.16,0.82,35.91,387,3.5,0
P1249,Organic Wool Socks,Stationery,62.26,-0.89,0.96,110.6,390,3.8,0
P1250,Bamboo Toothbrush,Clothing,69.4,-0.81,1.28,115.61,257,4.8,1
P1251,Solar-Powered Lantern,Electronics,23.47,-0.56,1.25,50.72,109,4.6,1
P1252,Recycled Paper Planner,Personal Care,91.96,-0.65,1.25,20.47,778,4.1,0
P1253,Solar Charger,Clothing,53.95,-0.6,1.06,92.27,950,3.3,0
P1254,Organic Wool Socks,Household,42.75,-0.68,1.49,46.31,426,4.3,0
P1255,Organic Cotton T-Shirt,Personal Care,63.6,-1.17,1.15,9.9,993,4.8,0
P1256,Bamboo Toothbrush,Clothing,78.76,-0.54,1.21,5.44,356,3.5,1
P1257,Solar-Powered Lantern,Stationery,46.51,-0.59,0.87,33.59,743,4.2,1
P1258,Organic Cotton T-Shirt,Personal Care,78.51,-1.19,1.18,26.76,395,3.5,0
P1259,Recycled Paper Planner,Electronics,45.09,-0.76,0.9,60.21,684,3.4,0
P1260,Biodegradable Phone Case,Stationery,62,-0.83,0.85,6.65,373,3.5,0
P1261,Biodegradable Phone Case,Personal Care,75.72,-0.81,1.34,37.09,554,3.8,1
P1262,Solar Charger,Household,89.5,-1.36,0.8,118.9,657,4.2,0
P1263,Recycled Paper Planner,Household,14.97,-0.56,0.89,86.01,234,4.8,0
P1264,Recycled Paper Planner,Clothing,61.08,-1.08,1,105.59,106,4.9,0
P1265,Compostable Trash Bags,Stationery,55.6,-1.29,1.06,55.24,877,3.3,0
P1266,Solar Charger,Household,8.02,-1.01,1.48,53.98,301,4,1
P1267,Eco-Friendly Notebook,Personal Care,74.59,-1.15,1.35,56.84,724,3.2,1
P1268,Compostable Trash Bags,Household,48.99,-1.33,1.36,38.17,989,4.3,1
P1269,Reusable Water Bottle,Clothing,54.04,-1.42,1.45,38.24,544,3.3,0
P1270,Bamboo Toothbrush,Clothing,76.33,-1.04,1.1,85.01,166,3.4,1
P1271,Solar Charger,Household,13.9,-0.65,1.35,107.84,407,4.2,1
P1272,Organic Cotton T-Shirt,Stationery,44.14,-0.77,1.09,60.15,382,3.2,1
P1273,Eco-Friendly Notebook,Electronics,52.2,-0.92,1.37,78.36,88,4.3,1
P1274,Eco-Friendly Notebook,Personal Care,15.91,-0.75,1.45,29.66,257,4.6,1
P1275,Eco-Friendly Notebook,Personal Care,80.86,-1.43,0.85,69.34,510,4,0
P1276,Recycled Paper Planner,Clothing,63.19,-0.55,1.36,30.64,164,4.3,1
P1277,Solar Charger,Household,62.59,-0.95,1.29,54.31,402,4.1,0
P1278,Eco-Friendly Notebook,Electronics,71.58,-1.48,1.47,80.11,678,3.1,0
P1279,Compostable Trash Bags,Electronics,63.4,-1.22,1.14,59.75,779,3.3,0
P1280,Solar-Powered Lantern,Stationery,53.68,-0.87,1.41,117.32,920,4.9,0
P1281,Compostable Trash Bags,Electronics,74.61,-0.54,1.42,81.99,775,3.1,1
P1282,Compostable Trash Bags,Personal Care,63.09,-1.06,1.15,61.07,498,4.1,1
P1283,Recycled Paper Planner,Personal Care,60.59,-1.49,0.93,111.11,592,4.6,0
P1284,Compostable Trash Bags,Household,30.85,-0.64,0.81,53.37,519,4.8,1
P1285,Biodegradable Phone Case,Household,99.92,-0.78,0.8,85.59,672,3.4,1
P1286,Solar-Powered Lantern,Stationery,43.97,-1.39,1.27,71.55,509,4.6,0
P1287,Solar Charger,Stationery,30.45,-0.84,0.89,115.09,710,4,0
P1288,Recycled Paper Planner,Clothing,70.11,-0.9,1.23,38.95,447,4.8,1
P1289,Bamboo Toothbrush,Personal Care,91.06,-1.32,0.93,116.12,707,3.7,0
P1290,Solar-Powered Lantern,Stationery,46.04,-0.95,1.37,116.39,447,4.3,1
P1291,Recycled Paper Planner,Personal Care,59.23,-0.91,0.83,95.87,516,4.3,1
P1292,Solar-Powered Lantern,Personal Care,21.57,-1.31,0.97,106.37,293,4.1,1
P1293,Solar-Powered Lantern,Clothing,42.93,-0.87,1.24,49.93,401,3.1,0
P1294,Bamboo Toothbrush,Stationery,87.84,-1.31,1.06,77.57,882,4,1
P1295,Eco-Friendly Notebook,Electronics,73.95,-0.57,1.38,41.42,781,4.2,0
P1296,Organic Wool Socks,Stationery,97.74,-0.79,0.92,15.86,463,4.7,1
P1297,Reusable Water Bottle,Electronics,9.34,-1.22,1.31,83.58,63,3.3,1
P1298,Eco-Friendly Notebook,Stationery,45.59,-0.55,1.37,114.95,834,3.5,0
P1299,Organic Wool Socks,Household,48.4,-1.34,1.5,15.85,617,4.8,1
P1300,Solar Charger,Personal Care,69.58,-1.36,1.12,34.15,988,3.1,0
P1301,Solar-Powered Lantern,Household,32.63,-1.18,1.11,99.65,294,3,1
P1302,Organic Cotton T-Shirt,Clothing,16.28,-1.21,1.42,78.96,599,4.9,1
P1303,Recycled Paper Planner,Stationery,67.82,-0.87,1.3,18.21,369,4.3,1
P1304,Biodegradable Phone Case,Clothing,87.08,-1.35,1.29,110.48,239,3.6,0
P1305,Bamboo Toothbrush,Electronics,69.05,-0.73,0.86,5.9,603,4.2,0
P1306,Reusable Water Bottle,Electronics,29.13,-1.06,1.17,105.52,940,4.9,0
P1307,Recycled Paper Planner,Household,48.33,-1.11,1.41,41.27,117,4.2,1
P1308,Solar Charger,Electronics,88.48,-0.54,0.87,6.47,324,4.6,0
P1309,Bamboo Toothbrush,Stationery,64.55,-1.34,0.97,39.24,238,3.1,0
P1310,Eco-Friendly Notebook,Stationery,94.58,-1.29,1.42,30.29,537,5,1
P1311,Compostable Trash Bags,Stationery,81.18,-0.73,1.3,25.6,841,4.5,1
P1312,Reusable Water Bottle,Personal Care,83.39,-1.33,1.04,58.55,715,4.9,0
P1313,Eco-Friendly Notebook,Stationery,48.4,-1.38,1.44,96.19,109,3.8,1
P1314,Organic Wool Socks,Clothing,53.54,-0.76,1.21,85.02,799,4.3,1
P1315,Compostable Trash Bags,Household,36.99,-0.68,1.44,48.79,481,4.3,1
P1316,Solar Charger,Personal Care,26.5,-0.61,1.43,78.63,52,4.1,1
P1317,Eco-Friendly Notebook,Personal Care,78.04,-1.39,1.12,24.72,81,3.6,1
P1318,Bamboo Toothbrush,Household,94.67,-1.35,0.94,41.33,842,3.4,0
P1319,Reusable Water Bottle,Household,47.33,-1.2,1.04,63.88,646,4,0
P1320,Organic Cotton T-Shirt,Clothing,67.41,-0.64,1.06,35.45,325,3.5,1
P1321,Organic Wool Socks,Stationery,10.09,-1.26,1,13.04,215,4.6,1
P1322,Solar-Powered Lantern,Clothing,55.84,-1.13,0.96,37.36,578,4.1,1
P1323,Biodegradable Phone Case,Personal Care,43.37,-1.09,1,10.26,382,3.2,0
P1324,Organic Cotton T-Shirt,Stationery,76.26,-1.06,1.49,115.92,419,3.4,1
P1325,Eco-Friendly Notebook,Stationery,83.48,-0.59,1.47,55.84,653,3.7,0
P1326,Solar Charger,Household,38.16,-1.35,1.11,76.07,667,3.9,0
P1327,Compostable Trash Bags,Household,95.04,-0.68,1.05,71.46,66,3.5,0
P1328,Solar-Powered Lantern,Personal Care,33.56,-1.26,1.42,50.06,459,3.7,0
P1329,Solar Charger,Household,33.02,-0.82,1.38,57.47,137,3.4,0
P1330,Biodegradable Phone Case,Household,98.59,-1.14,1.49,43.94,126,4.4,1
P1331,Solar-Powered Lantern,Electronics,22.43,-0.89,1.49,18.71,729,4.5,0
P1332,Bamboo Toothbrush,Personal Care,6.32,-0.67,1.27,56.47,708,3.4,1
P1333,Solar Charger,Clothing,73.86,-1.36,1.44,66.31,618,4.9,1
P1334,Bamboo Toothbrush,Household,55.89,-0.9,1.35,94.01,249,3.7,0
P1335,Organic Wool Socks,Clothing,84.85,-0.92,1.04,33.44,305,3.8,0
P1336,Eco-Friendly Notebook,Clothing,33.85,-1.06,0.86,22.53,167,4,1
P1337,Solar-Powered Lantern,Personal Care,87.21,-0.56,1.1,117.79,369,3.4,0
P1338,Organic Wool Socks,Personal Care,72.68,-1.35,1.1,50.93,913,4.7,1
P1339,Recycled Paper Planner,Electronics,94.76,-0.91,1.26,22.55,89,4.8,1
P1340,Organic Cotton T-Shirt,Electronics,31.27,-1.16,0.94,71.98,462,4.9,1
P1341,Compostable Trash Bags,Electronics,94.8,-1.29,1.24,9.12,723,4.6,1
P1342,Biodegradable Phone Case,Stationery,88.34,-0.59,1.31,94.13,715,3.9,0
P1343,Recycled Paper Planner,Household,9.47,-1.36,0.95,53.08,470,4.5,1
P1344,Bamboo Toothbrush,Stationery,79.98,-1.16,0.95,104.46,511,4.8,0
P1345,Bamboo Toothbrush,Clothing,84.45,-0.74,1.42,110.32,851,4.6,0
P1346,Solar-Powered Lantern,Household,56.49,-0.56,0.99,99.97,618,4.5,1
P1347,Solar-Powered Lantern,Household,41.1,-1.16,0.81,87.38,637,3.1,0
P1348,Biodegradable Phone Case,Stationery,66.09,-0.9,1.01,91.74,79,4.3,1
P1349,Biodegradable Phone Case,Personal Care,30.27,-0.68,1.22,19.84,502,3.6,0
P1350,Organic Cotton T-Shirt,Stationery,68.17,-0.92,0.9,62.3,322,3.8,1
P1351,Biodegradable Phone Case,Personal Care,83.39,-1.38,1.15,100.68,832,4.8,0
P1352,Reusable Water Bottle,Personal Care,34.71,-0.96,0.81,89.02,854,3.6,1
P1353,Bamboo Toothbrush,Household,46.87,-1.41,1.24,85.41,908,3.2,0
P1354,Organic Wool Socks,Clothing,29.36,-1.25,1.19,67.36,651,3.4,0
P1355,Organic Cotton T-Shirt,Stationery,26.07,-1.27,1.46,112.12,313,4.3,0
P1356,Compostable Trash Bags,Stationery,48.26,-1.04,1.32,110.56,97,3.8,1
P1357,Compostable Trash Bags,Personal Care,13.57,-1.4,0.94,114.58,691,4.5,0
P1358,Compostable Trash Bags,Electronics,35.13,-1.1,1.33,62.63,700,4.1,0
P1359,Recycled Paper Planner,Stationery,16.13,-0.96,1.38,26.71,886,3.1,0
P1360,Eco-Friendly Notebook,Electronics,86.03,-1.07,1.02,79.59,749,3.2,1
P1361,Organic Wool Socks,Household,31.87,-0.9,0.94,30.66,542,3.5,1
P1362,Solar Charger,Household,49.99,-1.33,0.95,105.43,332,3.1,1
P1363,Biodegradable Phone Case,Stationery,64.11,-1.36,1.25,86.13,916,3.8,0
P1364,Recycled Paper Planner,Electronics,82.7,-1.37,1.12,97.57,613,4.6,1
P1365,Solar Charger,Clothing,94.25,-0.72,1.49,80.93,581,4.5,0
P1366,Solar Charger,Electronics,11.72,-0.82,1.03,57.89,353,4.3,0
P1367,Solar Charger,Electronics,70.99,-0.65,1.09,25.8,286,3.5,1
P1368,Eco-Friendly Notebook,Clothing,5.8,-1.22,0.8,61.21,391,4.9,1
P1369,Bamboo Toothbrush,Personal Care,52.13,-1.05,0.88,5.53,585,3.8,0
P1370,Eco-Friendly Notebook,Personal Care,66.04,-1.46,1.35,94.34,232,5,0
P1371,Recycled Paper Planner,Household,73.19,-0.94,1.15,32.53,991,3.3,1
P1372,Organic Cotton T-Shirt,Clothing,69.93,-1.39,1.5,117.55,204,4.3,0
P1373,Compostable Trash Bags,Personal Care,72.55,-0.7,1.09,49.34,787,4.5,0
P1374,Solar-Powered Lantern,Clothing,60.21,-0.8,1.46,80.81,873,4.4,0
P1375,Compostable Trash Bags,Household,89.99,-1.08,1.08,34.11,187,4.5,1
P1376,Bamboo Toothbrush,Clothing,80.95,-1.13,1,35.44,262,4.8,1
P1377,Solar Charger,Household,58.65,-1.29,1.1,47.2,889,4.2,1
P1378,Recycled Paper Planner,Household,25.25,-0.58,1.14,15.64,865,4.1,1
P1379,Reusable Water Bottle,Clothing,28.28,-1.46,1.01,13.12,551,4.9,0
P1380,Eco-Friendly Notebook,Stationery,52.09,-1.18,1.08,114.43,185,3.8,0
P1381,Solar-Powered Lantern,Household,83.65,-0.74,1.1,93.5,235,3.9,1
P1382,Recycled Paper Planner,Household,58.15,-0.96,1.16,119.68,273,3.9,1
P1383,Solar-Powered Lantern,Clothing,9.5,-0.84,1.28,99.67,852,3.2,1
P1384,Recycled Paper Planner,Stationery,52.04,-0.79,1.34,63.1,613,4.9,0
P1385,Solar Charger,Stationery,93.7,-0.51,1.47,34.79,91,3.2,0
P1386,Solar Charger,Clothing,87.9,-1.28,1.43,75.42,52,4.9,0
P1387,Biodegradable Phone Case,Personal Care,96.41,-1.24,0.94,44.44,851,4.1,0
P1388,Biodegradable Phone Case,Clothing,5.84,-1.4,1.06,68.52,188,3.7,0
P1389,Reusable Water Bottle,Stationery,8.7,-1.01,1.41,92.66,565,3.9,0
P1390,Compostable Trash Bags,Household,71.65,-0.51,1.2,89.51,378,3.3,1
P1391,Organic Wool Socks,Electronics,11.15,-0.77,0.82,39.88,451,3.1,0
P1392,Organic Cotton T-Shirt,Clothing,7.05,-1.31,0.85,83.87,795,4.3,1
P1393,Bamboo Toothbrush,Clothing,46.62,-0.75,0.92,21.16,864,3.6,0
P1394,Biodegradable Phone Case,Household,14.05,-0.86,1.28,40.82,937,3.1,0
P1395,Compostable Trash Bags,Stationery,29.14,-0.63,1.13,26.08,803,4.6,1
P1396,Organic Wool Socks,Household,32.96,-1.23,1.39,84.51,851,4.4,0
P1397,Organic Cotton T-Shirt,Household,48.18,-1.45,1.21,42.48,397,3.8,0
P1398,Eco-Friendly Notebook,Household,19.63,-0.96,1.19,7.1,456,4.8,0
P1399,Recycled Paper Planner,Stationery,51.85,-0.83,0.85,103.05,883,3.6,0
P1400,Eco-Friendly Notebook,Clothing,58.72,-0.82,1.26,81.9,536,4.2,0
P1401,Eco-Friendly Notebook,Electronics,58.59,-0.78,1.35,115.42,294,3.1,1
P1402,Solar Charger,Clothing,61.18,-1.42,1.5,47.13,866,4,0
P1403,Bamboo Toothbrush,Household,47.76,-1.47,1.04,60.96,776,3.6,0
P1404,Solar Charger,Clothing,54.57,-1.05,1.07,87.43,441,3.4,0
P1405,Eco-Friendly Notebook,Clothing,21.67,-1.05,1.02,68.3,135,4.6,0
P1406,Eco-Friendly Notebook,Stationery,54.83,-1.05,0.96,88,293,4.2,1
P1407,Solar Charger,Personal Care,56.28,-0.58,1,8.31,838,3.6,1
P1408,Solar Charger,Personal Care,50.82,-0.82,1.25,105.23,273,3.5,0
P1409,Biodegradable Phone Case,Electronics,7.31,-1.02,1.24,85.6,156,4.2,1
P1410,Compostable Trash Bags,Clothing,67.86,-1.18,0.85,40.95,423,3.2,1
P1411,Biodegradable Phone Case,Personal Care,8.21,-1.18,1.13,60.42,483,4.7,1
P1412,Organic Wool Socks,Household,65.32,-0.51,0.95,102.72,385,3.2,0
P1413,Biodegradable Phone Case,Stationery,11.61,-0.77,1.08,70.7,692,3.7,1
P1414,Recycled Paper Planner,Electronics,20.52,-1.36,1.49,81.89,88,4.4,0
P1415,Bamboo Toothbrush,Personal Care,30.09,-1.32,0.85,90.75,915,3.7,0
P1416,Solar-Powered Lantern,Household,19.45,-0.73,1.38,57.76,682,4.8,1
