Product_ID,Product_Name,Category,Base_Price,Demand_Elasticity,Seasonal_Factor,Competitor_Price,Inventory_Level,Customer_Rating,Green_Certification,Profit_Margin,Inventory_Risk,Adjusted_Elasticity,Competitor_Price_Difference,Green_Certification_Label
P1046,Solar Charger,Electronics,93.47,-1.45,0.97,119.04,605,4.8,1,0.214801747311828,6.672850542486206,-6.96,25.570000000000007,Certified
P1047,Solar-Powered Lantern,Personal Care,43.91,-1.38,1.14,115.1,932,3.1,1,0.6185056472632494,18.61862581756144,-4.278,71.19,Certified
P1048,Organic Cotton T-Shirt,Personal Care,63.51,-0.57,0.9,30.1,624,3.4,0,-1.1099667774086377,10.916915971238126,-1.9379999999999997,-33.41,Non-Certified
P1050,Bamboo Toothbrush,Personal Care,97.8,-1.07,1.17,98.65,285,3.9,0,0.008616320324379204,2.4906926747417546,-4.173,0.8500000000000085,Non-Certified
P1053,Compostable Trash Bags,Electronics,84.49,-0.74,1.38,63.84,967,4.5,0,-0.3234649122807016,8.293580751345242,-3.33,-20.64999999999999,Non-Certified
P1054,Recycled Paper Planner,Electronics,59.4,-0.88,0.88,73.29,114,4.1,1,0.18952108063855924,2.1808999081726355,-3.6079999999999997,13.890000000000008,Certified
P1055,Organic Cotton T-Shirt,Electronics,94.74,-1.05,1.41,33.65,565,4.3,1,-1.8154531946508172,4.22956744625455,-4.515,-61.089999999999996,Certified
P1057,Solar-Powered Lantern,Personal Care,84.74,-1.34,1.16,81.84,52,3.9,0,-0.03543499511241436,0.5290014893426547,-5.226,-2.8999999999999915,Non-Certified
P1059,Organic Cotton T-Shirt,Personal Care,59.92,-1.11,1.07,99.73,71,3.4,1,0.3991777800060162,1.1073955304892504,-3.774,39.81,Certified
P1060,Bamboo Toothbrush,Electronics,45.29,-0.53,1.27,36.29,626,4.9,0,-0.2480022044640397,10.883492731878377,-2.5970000000000004,-9.0,Non-Certified
P1061,Eco-Friendly Notebook,Stationery,61.11,-0.73,0.95,118.45,107,3.3,1,0.484086112283664,1.8430957117880613,-2.409,57.34,Certified
P1062,Solar-Powered Lantern,Personal Care,96.44,-1.18,1.39,116.15,205,4.0,1,0.16969436074042193,1.5292618663261015,-4.72,19.710000000000008,Certified
P1064,Recycled Paper Planner,Electronics,79.49,-0.56,1.1,73.77,907,3.2,0,-0.07753829469974244,10.372945710724046,-1.7920000000000003,-5.719999999999999,Non-Certified
P1065,Bamboo Toothbrush,Household,38.48,-0.71,1.48,60.02,584,4.4,1,0.35888037320893046,10.254537281564309,-3.124,21.540000000000006,Certified
P1066,Compostable Trash Bags,Household,51.57,-0.91,1.4,49.18,617,3.7,0,-0.048596990646604325,8.545943100916924,-3.3670000000000004,-2.3900000000000006,Non-Certified
P1067,Eco-Friendly Notebook,Personal Care,30.39,-0.73,1.33,98.05,250,4.0,0,0.6900560938296787,6.185255834551828,-2.92,67.66,Non-Certified
P1068,Solar-Powered Lantern,Clothing,73.71,-1.02,0.95,55.06,338,3.5,1,-0.3387213948419904,4.826882019864477,-3.5700000000000003,-18.64999999999999,Certified
P1070,Biodegradable Phone Case,Clothing,19.04,-1.3,0.84,10.13,98,4.2,1,-0.8795656465942742,6.127450980392157,-5.460000000000001,-8.909999999999998,Certified
P1071,Organic Wool Socks,Personal Care,85.93,-1.2,0.91,119.73,515,4.8,1,0.2823018458197611,6.585989362668054,-5.76,33.8,Certified
P1072,Bamboo Toothbrush,Household,78.31,-1.2,0.95,106.52,143,5.0,1,0.2648328952309425,1.9221851077700638,-6.0,28.209999999999994,Certified
P1074,Bamboo Toothbrush,Electronics,42.82,-1.24,1.11,104.09,152,4.6,0,0.5886252281679316,3.197966766392735,-5.704,61.27,Non-Certified
P1075,Eco-Friendly Notebook,Personal Care,28.54,-0.63,1.05,20.81,479,4.4,0,-0.371456030754445,15.984249340941703,-2.7720000000000002,-7.73,Non-Certified
P1076,Solar Charger,Household,67.09,-1.15,0.92,116.65,785,4.9,1,0.42486069438491214,12.718152773367377,-5.635,49.56,Certified
P1077,Solar Charger,Stationery,91.51,-1.19,1.08,38.44,110,3.6,1,-1.3805931321540066,1.113013352112904,-4.284,-53.07000000000001,Certified
P1078,Solar-Powered Lantern,Personal Care,99.29,-1.01,1.11,119.52,782,4.3,0,0.1692603748326639,7.095422545115364,-4.343,20.22999999999999,Non-Certified
P1079,Reusable Water Bottle,Electronics,74.0,-0.7,1.37,52.26,985,4.7,0,-0.4159969383849981,9.715920299861905,-3.29,-21.740000000000002,Non-Certified
P1080,Organic Wool Socks,Clothing,79.14,-1.26,1.21,113.01,443,3.9,0,0.29970799044332364,4.626177691171833,-4.914,33.870000000000005,Non-Certified
P1081,Recycled Paper Planner,Household,88.74,-1.05,1.31,44.59,650,3.4,1,-0.9901323166629287,5.5914267084389255,-3.57,-44.14999999999999,Certified
P1082,Solar Charger,Personal Care,67.18,-1.3,1.13,101.19,514,3.6,0,0.33610040517837725,6.770873126483599,-4.680000000000001,34.00999999999999,Non-Certified
P1083,Organic Cotton T-Shirt,Stationery,39.99,-1.43,1.46,108.41,260,3.9,0,0.6311225901669587,4.453168086542183,-5.577,68.41999999999999,Non-Certified
P1084,Recycled Paper Planner,Clothing,54.79,-1.17,0.97,103.09,225,3.0,0,0.46852265011155303,4.2335966944077015,-3.51,48.300000000000004,Non-Certified
P1085,Compostable Trash Bags,Personal Care,99.97,-1.16,0.9,113.5,738,3.5,0,0.11920704845814979,8.202460738221466,-4.06,13.530000000000001,Non-Certified
P1086,Compostable Trash Bags,Clothing,97.17,-0.61,1.32,63.89,773,3.6,1,-0.5208952887775865,6.026613775919118,-2.196,-33.28,Certified
P1087,Compostable Trash Bags,Electronics,25.23,-1.43,0.99,102.72,785,3.4,0,0.7543808411214953,31.428033806155092,-4.862,77.49,Non-Certified
P1088,Recycled Paper Planner,Clothing,68.32,-1.43,1.36,97.15,457,4.7,1,0.29675759135357704,4.918463286954126,-6.721,28.830000000000013,Certified
P1089,Solar Charger,Personal Care,88.09,-1.02,1.37,108.99,687,4.4,1,0.1917607119919258,5.692585469572011,-4.488,20.89999999999999,Certified
P1090,Eco-Friendly Notebook,Personal Care,42.14,-0.52,0.97,94.23,576,3.7,1,0.552796349357954,14.09146732296371,-1.9240000000000002,52.09,Certified
P1091,Organic Cotton T-Shirt,Household,86.8,-1.04,0.88,38.91,231,3.2,1,-1.2307890002570034,3.024193548387097,-3.3280000000000003,-47.89,Certified
P1092,Biodegradable Phone Case,Household,29.71,-0.65,1.39,84.3,91,3.5,1,0.6475682087781731,2.2035552305378854,-2.275,54.589999999999996,Certified
P1094,Biodegradable Phone Case,Stationery,32.39,-0.82,1.12,88.26,438,4.4,0,0.6330160888284614,12.073832311560004,-3.608,55.870000000000005,Non-Certified
P1095,Compostable Trash Bags,Clothing,47.68,-0.73,1.34,58.49,743,3.5,1,0.18481791759275093,11.629144545727737,-2.5549999999999997,10.810000000000002,Certified
P1096,Organic Wool Socks,Stationery,26.82,-1.42,1.49,116.64,749,4.0,1,0.7700617283950617,18.74289946899289,-5.68,89.82,Certified
P1099,Biodegradable Phone Case,Electronics,96.65,-0.63,1.15,91.58,793,4.7,1,-0.055361432627211264,7.134663397737241,-2.9610000000000003,-5.070000000000007,Certified
P1100,Solar Charger,Electronics,97.84,-1.23,1.26,58.52,871,4.3,0,-0.6719070403280929,7.065309089021272,-5.289,-39.32,Non-Certified
P1101,Eco-Friendly Notebook,Personal Care,26.29,-0.98,1.05,38.69,398,4.6,1,0.3204962522615663,14.417939104131571,-4.508,12.399999999999999,Certified
P1102,Organic Wool Socks,Electronics,22.06,-1.36,0.8,60.53,101,4.6,0,0.635552618536263,5.7230281051677245,-6.256,38.47,Non-Certified
P1104,Eco-Friendly Notebook,Electronics,26.54,-1.1,1.06,25.25,926,3.6,0,-0.05108910891089106,32.91578393595996,-3.9600000000000004,-1.2899999999999991,Non-Certified
P1105,Solar Charger,Electronics,86.37,-0.96,0.96,42.91,947,4.6,0,-1.0128175250524356,11.421307552776813,-4.4159999999999995,-43.46000000000001,Non-Certified
P1107,Solar Charger,Household,62.98,-0.98,1.22,79.53,666,4.4,1,0.2080975732428015,8.667857087079426,-4.312,16.550000000000004,Certified
P1108,Reusable Water Bottle,Personal Care,38.55,-1.19,1.25,109.66,202,3.7,0,0.6484588728798103,4.191958495460441,-4.403,71.11,Non-Certified
P1109,Bamboo Toothbrush,Clothing,45.85,-1.17,1.29,18.14,452,3.7,1,-1.5275633958103638,7.642041371847869,-4.329,-27.71,Certified
P1110,Solar-Powered Lantern,Electronics,93.37,-0.56,1.23,84.62,894,4.4,0,-0.10340345072086976,7.784398289522147,-2.4640000000000004,-8.75,Non-Certified
P1112,Recycled Paper Planner,Electronics,34.81,-0.65,0.95,94.4,758,4.5,0,0.63125,22.921423063547984,-2.9250000000000003,59.59,Non-Certified
P1115,Organic Cotton T-Shirt,Stationery,81.65,-1.44,0.88,99.99,250,4.0,0,0.18341834183418332,3.4793742693314034,-5.76,18.33999999999999,Non-Certified
P1116,Bamboo Toothbrush,Stationery,76.34,-0.54,1.39,72.19,168,4.5,0,-0.05748718659094065,1.5832238584296303,-2.43,-4.150000000000006,Non-Certified
P1117,Compostable Trash Bags,Electronics,78.59,-1.43,0.9,74.47,911,4.8,0,-0.05532429166107163,12.879783970253493,-6.864,-4.1200000000000045,Non-Certified
P1118,Organic Cotton T-Shirt,Stationery,5.74,-1.0,1.34,103.52,256,3.5,1,0.9445517774343123,33.28306204170783,-3.5,97.78,Certified
P1119,Bamboo Toothbrush,Household,30.62,-0.98,1.35,72.49,966,4.0,1,0.5775969099186093,23.368894694825457,-3.92,41.86999999999999,Certified
P1120,Organic Wool Socks,Clothing,65.03,-0.99,1.43,100.56,335,3.4,1,0.353321400159109,3.602425561521364,-3.366,35.53,Certified
P1121,Organic Wool Socks,Personal Care,16.64,-0.84,0.86,108.19,334,3.8,1,0.8461965061465939,23.339669051878356,-3.1919999999999997,91.55,Certified
P1122,Recycled Paper Planner,Household,33.52,-1.34,0.87,38.23,462,4.8,0,0.1232016740779491,15.84231750473212,-6.432,4.709999999999994,Non-Certified
P1123,Compostable Trash Bags,Stationery,32.33,-0.69,1.48,96.57,589,3.7,0,0.6652169410790101,12.309711505504886,-2.553,64.24,Non-Certified
P1125,Reusable Water Bottle,Stationery,74.12,-0.76,0.88,119.96,104,4.4,0,0.38212737579193057,1.594465976549085,-3.3440000000000003,45.83999999999999,Non-Certified
P1126,Biodegradable Phone Case,Household,28.76,-0.94,1.43,104.12,502,5.0,1,0.723780253553592,12.206152679031677,-4.699999999999999,75.36,Certified
P1129,Organic Wool Socks,Personal Care,40.78,-1.32,1.43,114.58,937,4.8,1,0.6440914644789666,16.067796842686494,-6.336,73.8,Certified
P1130,Biodegradable Phone Case,Stationery,40.88,-1.06,1.49,104.31,436,4.5,0,0.6080912664174096,7.157961097466476,-4.7700000000000005,63.43,Non-Certified
P1131,Organic Wool Socks,Personal Care,10.91,-0.91,1.22,68.34,352,4.0,0,0.8403570383377232,26.445883608059983,-3.64,57.43000000000001,Non-Certified
P1132,Compostable Trash Bags,Household,56.71,-1.2,1.35,119.41,311,4.4,0,0.5250816514529771,4.062253048322524,-5.28,62.699999999999996,Non-Certified
P1133,Organic Cotton T-Shirt,Stationery,76.15,-1.4,0.92,79.52,474,4.4,1,0.04237927565392342,6.765822604128007,-6.16,3.3699999999999903,Certified
P1134,Biodegradable Phone Case,Clothing,73.27,-0.59,1.19,29.83,497,4.0,1,-1.4562520952061684,5.700109988037798,-2.36,-43.44,Certified
P1136,Compostable Trash Bags,Household,34.15,-0.92,0.96,21.28,87,3.0,1,-0.6047932330827066,2.6537335285505126,-2.7600000000000002,-12.869999999999997,Certified
P1137,Biodegradable Phone Case,Electronics,51.1,-1.15,1.5,111.04,967,4.4,0,0.5398054755043228,12.615786040443574,-5.06,59.940000000000005,Non-Certified
P1138,Compostable Trash Bags,Household,62.53,-0.92,1.08,81.87,382,4.9,1,0.23622816660559426,5.656544118082579,-4.508000000000001,19.340000000000003,Certified
P1139,Solar Charger,Electronics,19.99,-0.55,0.99,62.92,231,3.6,0,0.6822949777495233,11.67250291812573,-1.9800000000000002,42.93000000000001,Non-Certified
P1140,Bamboo Toothbrush,Personal Care,90.83,-0.57,1.19,104.75,802,5.0,1,0.1328878281622912,7.419900691753086,-2.8499999999999996,13.920000000000002,Certified
P1141,Reusable Water Bottle,Clothing,72.86,-0.68,0.96,91.36,728,4.6,1,0.2024956217162872,10.40808857169,-3.128,18.5,Certified
P1142,Solar-Powered Lantern,Electronics,98.55,-1.22,1.26,113.07,188,4.7,1,0.1284160254709472,1.514016734716887,-5.734,14.519999999999996,Certified
P1143,Compostable Trash Bags,Personal Care,45.87,-1.35,1.4,108.19,205,3.7,1,0.5760236620759774,3.1922513936902432,-4.995000000000001,62.32,Certified
P1146,Solar-Powered Lantern,Household,69.87,-1.09,1.11,47.06,481,4.3,1,-0.4847003824904378,6.2019941796669995,-4.687,-22.810000000000002,Certified
P1147,Solar Charger,Electronics,44.54,-0.86,1.24,117.27,325,4.4,0,0.6201927176601005,5.884525689123224,-3.7840000000000003,72.72999999999999,Non-Certified
P1148,Recycled Paper Planner,Stationery,79.79,-0.76,0.84,81.96,635,3.8,0,0.026476329917032547,9.474274733079094,-2.888,2.1699999999999875,Non-Certified
P1149,Organic Cotton T-Shirt,Electronics,97.25,-0.96,0.94,76.39,875,3.5,0,-0.2730723916743029,9.571733304162338,-3.36,-20.86,Non-Certified
P1151,Organic Cotton T-Shirt,Stationery,53.1,-0.65,1.13,24.35,153,3.3,1,-1.1806981519507187,2.5498725063746814,-2.145,-28.75,Certified
P1152,Recycled Paper Planner,Stationery,73.08,-1.14,1.2,95.59,978,4.5,0,0.23548488335599962,11.15216201423098,-5.13,22.510000000000005,Non-Certified
P1153,Bamboo Toothbrush,Stationery,25.93,-1.11,1.28,29.52,511,4.4,0,0.12161246612466124,15.396018125723103,-4.884000000000001,3.59,Non-Certified
P1154,Solar Charger,Household,23.46,-1.49,0.83,100.11,451,3.4,1,0.7656577764459096,23.161700510481825,-5.066,76.65,Certified
P1155,Biodegradable Phone Case,Clothing,33.93,-0.63,1.34,117.63,752,4.4,1,0.7115531752104054,16.53975920573965,-2.7720000000000002,83.69999999999999,Certified
P1156,Organic Cotton T-Shirt,Stationery,70.4,-1.33,1.22,41.41,699,4.4,0,-0.7000724462690174,8.138505961251862,-5.852000000000001,-28.99000000000001,Non-Certified
P1157,Solar-Powered Lantern,Clothing,66.54,-0.67,1.35,110.07,131,3.5,1,0.39547560643227025,1.4583263756693272,-2.345,43.52999999999999,Certified
P1158,Recycled Paper Planner,Stationery,24.88,-0.5,0.87,103.35,142,5.0,0,0.7592646347363329,6.560224710795728,-2.5,78.47,Non-Certified
P1160,Eco-Friendly Notebook,Electronics,58.89,-1.19,0.98,90.06,367,3.4,1,0.34610259826782147,6.359140701619415,-4.045999999999999,31.17,Certified
P1161,Eco-Friendly Notebook,Electronics,56.44,-1.48,1.08,105.15,218,4.8,1,0.463242986210176,3.5763970916345116,-7.104,48.71000000000001,Certified
P1162,Reusable Water Bottle,Personal Care,85.09,-1.0,1.09,85.62,519,3.3,1,0.006190142490072426,5.595801962519986,-3.3,0.5300000000000011,Certified
P1163,Bamboo Toothbrush,Personal Care,82.9,-1.31,1.2,115.47,754,4.7,0,0.2820646055252446,7.579412947326095,-6.157000000000001,32.56999999999999,Non-Certified
P1164,Biodegradable Phone Case,Personal Care,19.84,-1.34,0.95,95.79,361,4.9,1,0.7928802588996764,19.153225806451616,-6.566000000000001,75.95,Certified
P1165,Solar-Powered Lantern,Clothing,36.31,-0.94,0.9,11.7,376,3.9,0,-2.103418803418804,11.505860032436733,-3.666,-24.610000000000003,Non-Certified
P1168,Recycled Paper Planner,Stationery,73.49,-0.99,1.24,116.36,436,3.4,1,0.3684255757992438,4.784499975858028,-3.366,42.870000000000005,Certified
P1169,Organic Cotton T-Shirt,Electronics,36.18,-0.7,0.91,43.01,936,4.6,0,0.15880027900488256,28.429282160625444,-3.2199999999999998,6.829999999999998,Non-Certified
P1171,Recycled Paper Planner,Household,35.51,-1.12,0.98,110.87,926,4.7,0,0.6797149815098765,26.6093483295881,-5.264000000000001,75.36000000000001,Non-Certified
P1172,Reusable Water Bottle,Personal Care,51.58,-0.57,1.18,94.56,600,3.2,0,0.4545262267343486,9.857979377107144,-1.8239999999999998,42.980000000000004,Non-Certified
P1173,Organic Cotton T-Shirt,Electronics,63.48,-0.6,1.47,95.95,750,4.0,0,0.3384054194893174,8.037241361572985,-2.4,32.470000000000006,Non-Certified
P1175,Solar-Powered Lantern,Personal Care,98.97,-1.0,1.28,73.06,770,3.8,0,-0.3546400218998083,6.0782307770031325,-3.8,-25.909999999999997,Non-Certified
P1177,Organic Cotton T-Shirt,Personal Care,74.22,-1.45,1.32,47.96,719,3.3,1,-0.5475396163469557,7.33895135673632,-4.784999999999999,-26.259999999999998,Certified
P1178,Bamboo Toothbrush,Personal Care,45.84,-1.36,0.81,19.62,558,3.6,0,-1.3363914373088686,15.028117122357957,-4.896000000000001,-26.220000000000002,Non-Certified
P1180,Reusable Water Bottle,Personal Care,46.12,-0.86,1.34,14.5,491,3.5,0,-2.1806896551724138,7.944880972414596,-3.01,-31.619999999999997,Non-Certified
P1181,Reusable Water Bottle,Personal Care,46.0,-1.24,1.04,31.48,347,3.5,1,-0.46124523506988563,7.2533444816053505,-4.34,-14.52,Certified
P1182,Solar-Powered Lantern,Personal Care,98.64,-0.51,1.02,76.85,132,4.2,1,-0.2835393623942747,1.31196030723725,-2.1420000000000003,-21.790000000000006,Certified
P1183,Bamboo Toothbrush,Clothing,86.8,-1.48,1.23,89.62,639,3.9,1,0.03146619058245936,5.985163538271328,-5.772,2.8200000000000074,Certified
P1184,Compostable Trash Bags,Stationery,22.65,-0.61,1.3,98.12,663,3.3,1,0.769160211985324,22.516556291390728,-2.013,75.47,Certified
P1185,Compostable Trash Bags,Electronics,50.81,-0.82,0.92,27.14,796,4.4,0,-0.8721444362564481,17.02848634726132,-3.608,-23.67,Non-Certified
P1186,Recycled Paper Planner,Electronics,65.35,-1.2,0.97,58.91,715,3.8,0,-0.1093193006280767,11.279470574779737,-4.56,-6.439999999999998,Non-Certified
P1187,Biodegradable Phone Case,Household,27.73,-1.22,1.26,54.35,92,4.4,0,0.48978840846366145,2.63310036119268,-5.368,26.62,Non-Certified
P1188,Compostable Trash Bags,Personal Care,97.45,-0.8,1.21,60.97,956,3.4,0,-0.5983270460882402,8.107569467707533,-2.72,-36.480000000000004,Non-Certified
P1189,Bamboo Toothbrush,Personal Care,72.02,-0.96,1.16,39.45,685,4.9,1,-0.8256020278833964,8.199350755058463,-4.704,-32.56999999999999,Certified
P1191,Reusable Water Bottle,Personal Care,47.5,-1.06,0.83,16.08,768,4.2,0,-1.9539800995024879,19.480025364616363,-4.452000000000001,-31.42,Non-Certified
P1192,Organic Wool Socks,Clothing,85.14,-0.66,1.45,114.17,314,3.6,0,0.25426994832267674,2.5434780847772025,-2.3760000000000003,29.03,Non-Certified
P1194,Reusable Water Bottle,Clothing,48.67,-0.72,1.43,86.07,129,4.4,1,0.43453003369350524,1.8534988742508776,-3.168,37.39999999999999,Certified
P1195,Recycled Paper Planner,Household,43.86,-1.23,0.95,91.53,599,3.1,0,0.5208128482464766,14.375884992920058,-3.813,47.67,Non-Certified
P1197,Recycled Paper Planner,Household,23.77,-1.14,0.95,64.3,584,4.2,1,0.6303265940902022,25.861878086043887,-4.787999999999999,40.53,Certified
P1198,Organic Wool Socks,Electronics,38.46,-0.64,1.18,95.58,503,3.7,0,0.5976145637162587,11.083494187225117,-2.3680000000000003,57.12,Non-Certified
P1199,Compostable Trash Bags,Personal Care,14.74,-0.73,1.25,113.15,457,3.2,1,0.8697304463102078,24.803256445047488,-2.336,98.41000000000001,Certified
P1200,Recycled Paper Planner,Clothing,86.89,-1.24,0.91,48.45,251,3.7,1,-0.7933952528379772,3.1744064429068457,-4.588,-38.44,Certified
P1201,Compostable Trash Bags,Household,28.0,-1.28,0.87,58.65,241,4.9,0,0.5225916453537937,9.893267651888342,-6.272,30.65,Non-Certified
P1202,Recycled Paper Planner,Personal Care,43.28,-1.28,0.97,38.28,140,4.2,1,-0.13061650992685475,3.334794290832174,-5.376,-5.0,Certified
P1203,Recycled Paper Planner,Household,5.87,-1.05,1.16,81.2,133,4.5,0,0.9277093596059113,19.532397344768842,-4.7250000000000005,75.33,Non-Certified
P1204,Solar-Powered Lantern,Personal Care,71.93,-1.4,0.98,98.68,372,3.3,0,0.27107823267126063,5.277239493044542,-4.619999999999999,26.75,Non-Certified
P1205,Biodegradable Phone Case,Household,90.61,-1.22,1.37,29.99,834,4.1,1,-2.0213404468156053,6.7184540788830285,-5.002,-60.620000000000005,Certified
P1206,Bamboo Toothbrush,Electronics,27.73,-0.75,1.14,77.3,781,3.6,0,0.6412677878395859,24.70565161551553,-2.7,49.56999999999999,Non-Certified
P1208,Biodegradable Phone Case,Stationery,78.92,-0.84,1.13,46.16,330,4.5,1,-0.7097053726169845,3.7003978488353844,-3.78,-32.760000000000005,Certified
P1209,Compostable Trash Bags,Clothing,93.98,-1.25,0.89,45.68,116,4.1,1,-1.0573555166374782,1.3868597430483656,-5.125,-48.300000000000004,Certified
P1210,Compostable Trash Bags,Stationery,42.57,-1.32,1.21,48.8,730,4.6,0,0.12766393442622945,14.172087975662835,-6.072,6.229999999999997,Non-Certified
P1211,Solar Charger,Household,32.41,-1.04,1.45,57.61,72,3.4,0,0.43742405832320785,1.5320941812339743,-3.536,25.200000000000003,Non-Certified
P1212,Solar-Powered Lantern,Personal Care,63.73,-0.77,0.81,70.04,896,4.6,1,0.09009137635636792,17.357176204396247,-3.542,6.310000000000009,Certified
P1213,Solar-Powered Lantern,Personal Care,83.86,-1.25,1.16,51.09,191,4.5,0,-0.6414171070659619,1.9634530457165886,-5.625,-32.769999999999996,Non-Certified
P1214,Recycled Paper Planner,Personal Care,63.45,-1.02,0.98,94.0,180,3.3,1,0.32499999999999996,2.894774931249095,-3.3659999999999997,30.549999999999997,Certified
P1215,Eco-Friendly Notebook,Stationery,67.69,-0.63,1.45,32.62,918,4.9,0,-1.0751072961373391,9.3529834285103,-3.087,-35.07,Non-Certified
P1216,Bamboo Toothbrush,Electronics,77.97,-0.98,1.13,93.51,786,3.4,1,0.16618543471286498,8.921062219301502,-3.332,15.540000000000006,Certified
P1218,Organic Cotton T-Shirt,Household,51.93,-1.49,1.01,99.57,545,3.5,0,0.4784573666767098,10.390987105642973,-5.215,47.63999999999999,Non-Certified
P1219,Bamboo Toothbrush,Stationery,48.41,-0.67,1.09,43.77,517,4.1,1,-0.10600868174548762,9.797808853656365,-2.747,-4.6399999999999935,Certified
P1220,Biodegradable Phone Case,Personal Care,37.64,-0.53,1.03,112.62,87,3.2,1,0.6657787249156455,2.244049400039206,-1.6960000000000002,74.98,Certified
P1221,Reusable Water Bottle,Electronics,75.65,-0.66,1.33,60.74,675,5.0,0,-0.24547250576226545,6.708774580204642,-3.3000000000000003,-14.910000000000004,Non-Certified
P1222,Solar-Powered Lantern,Stationery,89.08,-0.62,0.94,40.46,901,3.0,0,-1.2016806722689075,10.76011044339776,-1.8599999999999999,-48.62,Non-Certified
P1223,Solar-Powered Lantern,Clothing,85.89,-0.97,1.38,60.84,458,3.4,1,-0.4117357001972386,3.864059354651467,-3.298,-25.049999999999997,Certified
P1224,Biodegradable Phone Case,Clothing,21.23,-1.06,1.4,100.74,411,4.4,1,0.7892594798491165,13.828140771145954,-4.664000000000001,79.50999999999999,Certified
P1225,Eco-Friendly Notebook,Household,87.49,-0.58,0.93,57.86,287,4.1,0,-0.512098167991704,3.527284838697387,-2.3779999999999997,-29.629999999999995,Non-Certified
P1226,Biodegradable Phone Case,Clothing,96.34,-1.21,0.98,107.21,434,3.9,1,0.10138979572801037,4.596814852160503,-4.718999999999999,10.86999999999999,Certified
P1227,Compostable Trash Bags,Household,69.15,-1.4,1.35,115.85,869,3.2,0,0.40310746655157526,9.308802656597305,-4.4799999999999995,46.69999999999999,Non-Certified
P1228,Eco-Friendly Notebook,Electronics,90.85,-1.18,0.87,57.32,423,3.8,0,-0.5849616189811583,5.351754502495588,-4.484,-33.529999999999994,Non-Certified
P1229,Solar-Powered Lantern,Personal Care,78.57,-0.59,0.91,97.69,137,4.1,1,0.19572115876753,1.916118754606727,-2.4189999999999996,19.120000000000005,Certified
P1230,Organic Wool Socks,Electronics,46.67,-0.52,0.87,117.19,75,4.0,1,0.601757829166311,1.8471587004869112,-2.08,70.52,Certified
P1231,Organic Wool Socks,Stationery,80.35,-0.83,1.17,111.95,445,3.1,1,0.28226887003126405,4.733564161068829,-2.573,31.60000000000001,Certified
P1232,Solar-Powered Lantern,Stationery,36.9,-1.34,1.05,45.04,908,3.0,0,0.1807282415630551,23.43528197186734,-4.0200000000000005,8.14,Non-Certified
P1234,Eco-Friendly Notebook,Stationery,73.11,-1.45,1.25,111.08,862,3.2,0,0.34182571119913574,9.432362193954315,-4.64,37.97,Non-Certified
P1235,Recycled Paper Planner,Stationery,92.76,-1.48,1.34,119.86,760,4.1,0,0.2260971132988486,6.114318446576946,-6.068,27.099999999999994,Non-Certified
P1236,Organic Cotton T-Shirt,Clothing,93.1,-1.46,0.99,46.78,957,4.8,0,-0.9901667379221888,10.383100608664519,-7.008,-46.31999999999999,Non-Certified
P1237,Organic Cotton T-Shirt,Stationery,43.19,-0.52,1.17,53.96,944,4.6,0,0.19959229058561903,18.68112078809,-2.392,10.770000000000003,Non-Certified
P1241,Biodegradable Phone Case,Stationery,54.5,-1.14,0.99,59.37,398,3.4,0,0.0820279602492841,7.376517468260587,-3.8759999999999994,4.869999999999997,Non-Certified
P1242,Solar Charger,Personal Care,59.3,-1.39,1.21,52.97,994,3.8,1,-0.11950160468189538,13.853079313756917,-5.281999999999999,-6.329999999999998,Certified
P1243,Eco-Friendly Notebook,Clothing,61.67,-1.21,1.21,42.09,599,4.0,0,-0.4651936326918507,8.027263212486616,-4.84,-19.58,Non-Certified
P1244,Bamboo Toothbrush,Stationery,30.55,-0.81,1.24,35.4,109,4.4,0,0.13700564971751408,2.8773560002111824,-3.5640000000000005,4.849999999999998,Non-Certified
P1245,Reusable Water Bottle,Electronics,44.15,-1.5,0.99,20.2,572,3.2,0,-1.1856435643564356,13.086699383415125,-4.800000000000001,-23.95,Non-Certified
P1247,Compostable Trash Bags,Stationery,39.84,-1.07,0.92,106.07,772,4.3,1,0.6243989818044687,21.062510913218087,-4.601,66.22999999999999,Certified
P1248,Solar-Powered Lantern,Electronics,93.66,-1.16,0.82,35.91,387,3.5,0,-1.6081871345029242,5.038983765878658,-4.06,-57.75,Non-Certified
P1249,Organic Wool Socks,Stationery,62.26,-0.89,0.96,110.6,390,3.8,0,0.43707052441229655,6.525056215868937,-3.3819999999999997,48.339999999999996,Non-Certified
P1250,Bamboo Toothbrush,Clothing,69.4,-0.81,1.28,115.61,257,4.8,1,0.39970590779344345,2.893101585014409,-3.888,46.209999999999994,Certified
P1251,Solar-Powered Lantern,Electronics,23.47,-0.56,1.25,50.72,109,4.6,1,0.5372634069400631,3.7153813378781426,-2.576,27.25,Certified
P1253,Solar Charger,Clothing,53.95,-0.6,1.06,92.27,950,3.3,0,0.4153029153571041,16.612167100914544,-1.9799999999999998,38.31999999999999,Non-Certified
P1254,Organic Wool Socks,Household,42.75,-0.68,1.49,46.31,426,4.3,0,0.07687324551932632,6.687860591075003,-2.924,3.5600000000000023,Non-Certified
P1257,Solar-Powered Lantern,Stationery,46.51,-0.59,0.87,33.59,743,4.2,1,-0.38463828520392956,18.362136927666032,-2.4779999999999998,-12.919999999999995,Certified
